ReadPos	CntRef	CntNonRef	TotalCnt	Freq	AvQual	AvQualRef	AvQualNonRef
158	127726	524	128250	0.00408576998050682	0.00166317702219094	0.00162123788805128	0.0118859210052627
159	126981	476	127457	0.00373459284307649	0.00163152475883784	0.00159681687691966	0.0108904355862775
160	126307	365	126672	0.00288145762283693	0.00171075093044312	0.00166292502592708	0.0182607414008964
161	125464	379	125843	0.00301168916824933	0.00187750539885685	0.00182598684181022	0.0189321867743281
162	124645	418	125063	0.00334231547300161	0.00159356084140635	0.00155080583008275	0.0143428392779327
163	123684	569	124253	0.00457936629296677	0.00174971196787227	0.00171002508603342	0.010376482254973
164	123036	348	123384	0.00282046294495234	0.00185677219380088	0.00180567658846709	0.0199217115554487
165	122020	435	122455	0.00355232534400392	0.0019383320415355	0.0018941237155101	0.0143390215625096
166	121155	408	121563	0.00335628439574542	0.00214985433610184	0.00209009556368776	0.0198951339239125
167	120380	354	120734	0.00293206553249292	0.00203768609354047	0.00197378064787245	0.0237691480978403
168	119392	442	119834	0.00368843566934259	0.0020525656070892	0.00199712012606873	0.0170293684803925
169	118336	521	118857	0.00438341873007059	0.00195416617937186	0.00190544192140031	0.0130210256636886
170	117487	353	117840	0.00299558723693143	0.00203488041988411	0.00197416997711149	0.0222407948392469
171	116481	349	116830	0.00298724642643157	0.00221546916149639	0.00214694718381356	0.0250851209737523
172	115195	580	115775	0.00500971712373138	0.00251097437975625	0.00241651151756459	0.0212724388800774
173	114144	386	114530	0.00337029599231642	0.00218749519088421	0.00212716244819455	0.0200284811535129
174	112751	466	113217	0.00411598964819771	0.00228498949700542	0.00220105930009353	0.022592314887597
175	111436	508	111944	0.00453798327735296	0.00238089568541427	0.00230786454293173	0.0184011681139296
176	110217	427	110644	0.00385922417844619	0.00264930375439108	0.00256714296152638	0.0238566014293168
177	108768	388	109156	0.00355454578768002	0.00252374287406228	0.00245794994673951	0.0209674674077394
178	106948	389	107337	0.00362409979783299	0.00235920992880128	0.00229200604559318	0.0208356132741594
179	104972	493	105465	0.0046745365761153	0.00253218185945444	0.00243227144842293	0.023805601061881
180	102766	348	103114	0.00337490544445953	0.00245372601934193	0.00238573283264882	0.0225324266621945
181	99737	418	100155	0.00417353102690829	0.00256955168586078	0.00247720547144434	0.0246038444783504
182	95253	275	95528	0.00287873712419395	0.00253006931713456	0.00245667876673446	0.0279506878526547
183	87992	620	88612	0.00699679501647632	0.00249278822610989	0.00241138372781088	0.0140459247008495
184	77598	297	77895	0.00381282495667244	0.00274825245734691	0.00264840003093023	0.0288369682320514
185	56135	320	56455	0.00566823133469135	0.00336198477604274	0.00318195149297318	0.0349437608545389
186	23144	123	23267	0.00528645721408003	0.00404812036117209	0.00387985834402798	0.0357087392618394
